Player,X,Y,Command,Left,Right,Up,Down,A,B,Y_btn,L,R
0,215,192,-,0,1,0,0,0,0,1,0,0
0,215,192,!>+!Y,0,1,0,0,0,0,1,0,0
0,215,192,None,0,0,0,0,0,0,0,0,0
0,215,192,>+^+B,0,1,1,0,0,1,0,0,0
0,215,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
0,215,192,None,0,0,0,0,0,0,0,0,0
0,233,192,-,0,1,0,0,0,0,0,0,0
0,233,192,!>,0,1,0,0,0,0,0,0,0
0,233,192,v+>,0,0,0,0,0,0,0,0,0
0,233,192,-,0,1,0,1,0,0,0,0,0
0,215,192,!v+!>,0,1,0,1,0,0,0,0,0
0,215,192,v,0,0,0,0,0,0,0,0,0
0,215,192,-,0,0,0,1,0,0,0,0,0
0,215,192,!v,0,0,0,1,0,0,0,0,0
0,230,192,v+<,0,0,0,0,0,0,0,0,0
0,230,192,-,1,0,0,1,0,0,0,0,0
0,215,192,!v+!<,1,0,0,1,0,0,0,0,0
0,215,192,<+Y,0,0,0,0,0,0,0,0,0
0,215,192,-,1,0,0,0,0,0,1,0,0
0,215,192,!<+!Y,1,0,0,0,0,0,1,0,0
0,215,192,None,0,0,0,0,0,0,0,0,0
0,215,192,-,1,0,0,0,0,0,0,0,0
0,215,192,!<,1,0,0,0,0,0,0,0,0
0,215,192,v+<,0,0,0,0,0,0,0,0,0
0,215,192,-,1,0,0,1,0,0,0,0,0
0,215,192,!v+!<,1,0,0,1,0,0,0,0,0
0,215,192,v,0,0,0,0,0,0,0,0,0
0,215,192,-,0,0,0,1,0,0,0,0,0
0,215,192,!v,0,0,0,1,0,0,0,0,0
0,215,192,v+>,0,0,0,0,0,0,0,0,0
0,215,192,-,0,1,0,1,0,0,0,0,0
0,215,192,!v+!>,0,1,0,1,0,0,0,0,0
0,215,192,>+Y,0,0,0,0,0,0,0,0,0
0,215,192,-,0,1,0,0,0,0,1,0,0
0,215,192,!>+!Y,0,1,0,0,0,0,1,0,0
0,215,192,None,0,0,0,0,0,0,0,0,0
0,215,192,-,1,0,0,0,0,0,0,0,0
0,215,192,!<,1,0,0,0,0,0,0,0,0
0,217,187,v+<,0,0,0,0,0,0,0,0,0
0,217,187,-,1,0,0,1,0,0,0,0,0
0,219,183,!v+!<,1,0,0,1,0,0,0,0,0
0,219,183,v,0,0,0,0,0,0,0,0,0
0,221,179,-,0,0,0,1,0,0,0,0,0
0,221,179,!v,0,0,0,1,0,0,0,0,0
0,223,176,v+>,0,0,0,0,0,0,0,0,0
0,223,176,-,0,1,0,1,0,0,0,0,0
0,223,176,!v+!>,0,1,0,1,0,0,0,0,0
0,223,176,>+Y,0,0,0,0,0,0,0,0,0
0,225,170,-,0,1,0,0,0,0,1,0,0
0,225,170,!>+!Y,0,1,0,0,0,0,1,0,0
0,225,168,None,0,0,0,0,0,0,0,0,0
0,225,164,-,0,1,0,0,0,0,0,0,0
0,225,164,!>,0,1,0,0,0,0,0,0,0
0,225,164,v+>,0,0,0,0,0,0,0,0,0
0,225,164,-,0,1,0,1,0,0,0,0,0
0,225,163,!v+!>,0,1,0,1,0,0,0,0,0
0,225,163,v,0,0,0,0,0,0,0,0,0
0,225,162,-,0,0,0,1,0,0,0,0,0
0,225,162,!v,0,0,0,1,0,0,0,0,0
0,225,161,v+<,0,0,0,0,0,0,0,0,0
0,225,161,-,1,0,0,1,0,0,0,0,0
0,225,161,!v+!<,1,0,0,1,0,0,0,0,0
0,225,161,<+Y,0,0,0,0,0,0,0,0,0
0,225,160,-,1,0,0,0,0,0,1,0,0
0,225,160,!<+!Y,1,0,0,0,0,0,1,0,0
0,225,161,None,0,0,0,0,0,0,0,0,0
0,225,162,-,0,1,0,0,0,0,0,0,0
0,225,162,!>,0,1,0,0,0,0,0,0,0
0,225,163,v+>,0,0,0,0,0,0,0,0,0
0,225,163,-,0,1,0,1,0,0,0,0,0
0,225,165,!v+!>,0,1,0,1,0,0,0,0,0
0,225,165,v,0,0,0,0,0,0,0,0,0
0,225,167,-,0,0,0,1,0,0,0,0,0
0,225,167,!v,0,0,0,1,0,0,0,0,0
0,225,169,v+<,0,0,0,0,0,0,0,0,0
0,225,169,-,1,0,0,1,0,0,0,0,0
0,225,172,!v+!<,1,0,0,1,0,0,0,0,0
0,225,172,<+Y,0,0,0,0,0,0,0,0,0
0,225,174,-,1,0,0,0,0,0,1,0,0
0,225,174,!<+!Y,1,0,0,0,0,0,1,0,0
0,225,174,None,0,0,0,0,0,0,0,0,0
0,225,185,-,0,1,0,0,0,0,0,0,0
0,225,185,!>,0,1,0,0,0,0,0,0,0
0,225,189,v+>,0,0,0,0,0,0,0,0,0
0,225,189,-,0,1,0,1,0,0,0,0,0
0,225,192,!v+!>,0,1,0,1,0,0,0,0,0
0,225,192,v,0,0,0,0,0,0,0,0,0
0,225,192,-,0,0,0,1,0,0,0,0,0
0,225,192,!v,0,0,0,1,0,0,0,0,0
0,225,192,v+<,0,0,0,0,0,0,0,0,0
0,225,192,-,1,0,0,1,0,0,0,0,0
0,225,192,!v+!<,1,0,0,1,0,0,0,0,0
0,225,192,<+Y,0,0,0,0,0,0,0,0,0
0,225,192,-,1,0,0,0,0,0,1,0,0
0,225,192,!<+!Y,1,0,0,0,0,0,1,0,0
0,225,192,None,0,0,0,0,0,0,0,0,0
0,225,192,-,0,1,0,0,0,0,0,0,0
0,225,192,!>,0,1,0,0,0,0,0,0,0
0,225,192,v+>,0,0,0,0,0,0,0,0,0
0,225,192,-,0,1,0,1,0,0,0,0,0
0,227,192,!v+!>,0,1,0,1,0,0,0,0,0
0,227,192,v,0,0,0,0,0,0,0,0,0
0,227,192,-,0,0,0,1,0,0,0,0,0
0,227,192,!v,0,0,0,1,0,0,0,0,0
0,227,192,v+<,0,0,0,0,0,0,0,0,0
0,227,192,-,1,0,0,1,0,0,0,0,0
0,227,192,!v+!<,1,0,0,1,0,0,0,0,0
0,227,192,<+Y,0,0,0,0,0,0,0,0,0
0,227,192,-,1,0,0,0,0,0,1,0,0
0,227,192,!<+!Y,1,0,0,0,0,0,1,0,0
0,227,192,None,0,0,0,0,0,0,0,0,0
0,227,192,>+^+B,0,1,1,0,0,1,0,0,0
0,227,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
0,227,192,None,0,0,0,0,0,0,0,0,0
0,230,185,-,0,1,0,0,0,0,0,0,0
0,230,185,!>,0,1,0,0,0,0,0,0,0
0,232,182,v+>,0,0,0,0,0,0,0,0,0
0,232,182,-,0,1,0,1,0,0,0,0,0
0,232,180,!v+!>,0,1,0,1,0,0,0,0,0
0,232,180,v,0,0,0,0,0,0,0,0,0
0,234,178,-,0,0,0,1,0,0,0,0,0
0,234,178,!v,0,0,0,1,0,0,0,0,0
0,236,176,v+<,0,0,0,0,0,0,0,0,0
0,236,176,-,1,0,0,1,0,0,0,0,0
0,236,174,!v+!<,1,0,0,1,0,0,0,0,0
0,236,174,<+Y,0,0,0,0,0,0,0,0,0
0,239,173,-,1,0,0,0,0,0,1,0,0
0,239,173,!<+!Y,1,0,0,0,0,0,1,0,0
0,240,172,None,0,0,0,0,0,0,0,0,0
0,242,172,>+^+B,0,1,1,0,0,1,0,0,0
0,242,172,!>+!^+!B,0,1,1,0,0,1,0,0,0
0,243,172,None,0,0,0,0,0,0,0,0,0
0,246,172,>+^+B,0,1,1,0,0,1,0,0,0
0,246,172,!>+!^+!B,0,1,1,0,0,1,0,0,0
0,249,172,None,0,0,0,0,0,0,0,0,0
0,250,172,>+^+B,0,1,1,0,0,1,0,0,0
0,250,172,!>+!^+!B,0,1,1,0,0,1,0,0,0
0,253,172,None,0,0,0,0,0,0,0,0,0
0,255,172,-,0,1,0,0,0,0,0,0,0
0,255,172,!>,0,1,0,0,0,0,0,0,0
0,258,172,v+>,0,0,0,0,0,0,0,0,0
0,258,172,-,0,1,0,1,0,0,0,0,0
0,258,172,!v+!>,0,1,0,1,0,0,0,0,0
0,258,172,v,0,0,0,0,0,0,0,0,0
0,259,172,-,0,0,0,1,0,0,0,0,0
0,259,172,!v,0,0,0,1,0,0,0,0,0
0,262,172,v+<,0,0,0,0,0,0,0,0,0
0,262,172,-,1,0,0,1,0,0,0,0,0
0,263,172,!v+!<,1,0,0,1,0,0,0,0,0
0,263,172,<+Y,0,0,0,0,0,0,0,0,0
0,263,172,-,1,0,0,0,0,0,1,0,0
0,263,172,!<+!Y,1,0,0,0,0,0,1,0,0
0,266,172,None,0,0,0,0,0,0,0,0,0
0,268,172,-,1,0,0,0,0,0,0,0,0
0,268,172,!<,1,0,0,0,0,0,0,0,0
0,269,172,v+<,0,0,0,0,0,0,0,0,0
0,269,172,-,1,0,0,1,0,0,0,0,0
0,272,172,!v+!<,1,0,0,1,0,0,0,0,0
0,272,172,v,0,0,0,0,0,0,0,0,0
0,272,172,-,0,0,0,1,0,0,0,0,0
0,272,172,!v,0,0,0,1,0,0,0,0,0
0,274,172,v+>,0,0,0,0,0,0,0,0,0
0,274,172,-,0,1,0,1,0,0,0,0,0
0,275,172,!v+!>,0,1,0,1,0,0,0,0,0
0,275,172,>+Y,0,0,0,0,0,0,0,0,0
0,276,172,-,0,1,0,0,0,0,1,0,0
0,276,172,!>+!Y,0,1,0,0,0,0,1,0,0
0,279,172,None,0,0,0,0,0,0,0,0,0
0,281,172,-,1,0,0,0,0,0,0,0,0
0,281,172,!<,1,0,0,0,0,0,0,0,0
0,284,172,v+<,0,0,0,0,0,0,0,0,0
0,284,172,-,1,0,0,1,0,0,0,0,0
0,285,172,!v+!<,1,0,0,1,0,0,0,0,0
0,285,172,v,0,0,0,0,0,0,0,0,0
0,285,172,-,0,0,0,1,0,0,0,0,0
0,285,172,!v,0,0,0,1,0,0,0,0,0
0,288,172,v+>,0,0,0,0,0,0,0,0,0
0,288,172,-,0,1,0,1,0,0,0,0,0
0,290,172,!v+!>,0,1,0,1,0,0,0,0,0
0,290,172,>+Y,0,0,0,0,0,0,0,0,0
0,290,172,-,0,1,0,0,0,0,1,0,0
0,290,172,!>+!Y,0,1,0,0,0,0,1,0,0
0,292,172,None,0,0,0,0,0,0,0,0,0
0,294,172,>+^+B,0,1,1,0,0,1,0,0,0
0,294,172,!>+!^+!B,0,1,1,0,0,1,0,0,0
0,297,172,None,0,0,0,0,0,0,0,0,0
0,300,174,-,1,0,0,0,0,0,0,0,0
0,300,174,!<,1,0,0,0,0,0,0,0,0
0,301,176,v+<,0,0,0,0,0,0,0,0,0
0,301,176,-,1,0,0,1,0,0,0,0,0
0,301,178,!v+!<,1,0,0,1,0,0,0,0,0
0,301,178,v,0,0,0,0,0,0,0,0,0
0,304,180,-,0,0,0,1,0,0,0,0,0
0,304,180,!v,0,0,0,1,0,0,0,0,0
0,305,182,v+>,0,0,0,0,0,0,0,0,0
0,305,182,-,0,1,0,1,0,0,0,0,0
0,305,182,!v+!>,0,1,0,1,0,0,0,0,0
0,305,182,>+Y,0,0,0,0,0,0,0,0,0
0,308,188,-,0,1,0,0,0,0,1,0,0
0,308,188,!>+!Y,0,1,0,0,0,0,1,0,0
0,310,192,None,0,0,0,0,0,0,0,0,0
0,311,192,v+R,0,0,0,1,0,0,0,0,1
0,311,192,v+R,0,0,0,1,0,0,0,0,1
0,311,192,!v+!R,0,0,0,1,0,0,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,311,192,v+R,0,0,0,1,0,0,0,0,1
0,311,192,v+R,0,0,0,1,0,0,0,0,1
0,311,192,!v+!R,0,0,0,1,0,0,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,311,192,<,1,0,0,0,0,0,0,0,0
0,311,192,!<,1,0,0,0,0,0,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,311,192,<,1,0,0,0,0,0,0,0,0
0,311,192,!<,1,0,0,0,0,0,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,311,192,<,1,0,0,0,0,0,0,0,0
0,311,192,!<,1,0,0,0,0,0,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,311,192,<,1,0,0,0,0,0,0,0,0
0,311,192,!<,1,0,0,0,0,0,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,311,192,<,1,0,0,0,0,0,0,0,0
0,311,192,!<,1,0,0,0,0,0,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,311,192,v+R,0,0,0,1,0,0,0,0,1
0,311,192,v+R,0,0,0,1,0,0,0,0,1
0,311,192,!v+!R,0,0,0,1,0,0,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,311,192,<,1,0,0,0,0,0,0,0,0
0,311,192,!<,1,0,0,0,0,0,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,311,192,v+R,0,0,0,1,0,0,0,0,1
0,311,192,v+R,0,0,0,1,0,0,0,0,1
0,311,192,!v+!R,0,0,0,1,0,0,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,311,192,>+^+B,0,1,1,0,0,1,0,0,0
0,311,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,345,192,>+^+B,0,1,1,0,0,1,0,0,0
0,345,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,345,192,-,0,1,0,0,0,0,0,0,0
0,345,192,!>,0,1,0,0,0,0,0,0,0
0,345,192,v+>,0,0,0,0,0,0,0,0,0
0,345,192,-,0,1,0,1,0,0,0,0,0
0,345,192,!v+!>,0,1,0,1,0,0,0,0,0
0,345,192,v,0,0,0,0,0,0,0,0,0
0,345,192,-,0,0,0,1,0,0,0,0,0
0,345,192,!v,0,0,0,1,0,0,0,0,0
0,345,192,v+<,0,0,0,0,0,0,0,0,0
0,345,192,-,1,0,0,1,0,0,0,0,0
0,311,192,!v+!<,1,0,0,1,0,0,0,0,0
0,311,192,<+Y,0,0,0,0,0,0,0,0,0
0,311,192,-,1,0,0,0,0,0,1,0,0
0,311,192,!<+!Y,1,0,0,0,0,0,1,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,311,192,>+^+B,0,1,1,0,0,1,0,0,0
0,311,192,!>+!^+!B,0,1,1,0,0,1,0,0,0
0,311,192,None,0,0,0,0,0,0,0,0,0
0,314,185,>+^+B,0,1,1,0,0,1,0,0,0
0,314,185,!>+!^+!B,0,1,1,0,0,1,0,0,0
0,316,182,None,0,0,0,0,0,0,0,0,0
0,317,180,<,1,0,0,0,0,0,0,0,0
0,317,180,!<,1,0,0,0,0,0,0,0,0
0,318,178,None,0,0,0,0,0,0,0,0,0
0,323,173,<,1,0,0,0,0,0,0,0,0
0,323,173,!<,1,0,0,0,0,0,0,0,0
0,324,172,None,0,0,0,0,0,0,0,0,0
0,326,172,v+R,0,0,0,1,0,0,0,0,1
0,326,172,v+R,0,0,0,1,0,0,0,0,1
0,348,172,!v+!R,0,0,0,1,0,0,0,0,0
0,348,172,None,0,0,0,0,0,0,0,0,0
0,327,172,v+R,0,0,0,1,0,0,0,0,1
0,327,172,v+R,0,0,0,1,0,0,0,0,1
0,327,172,!v+!R,0,0,0,1,0,0,0,0,0
0,327,172,None,0,0,0,0,0,0,0,0,0
0,327,172,<,1,0,0,0,0,0,0,0,0
0,327,172,!<,1,0,0,0,0,0,0,0,0
0,327,172,None,0,0,0,0,0,0,0,0,0
0,327,172,v+R,0,0,0,1,0,0,0,0,1
0,327,172,v+R,0,0,0,1,0,0,0,0,1
0,327,172,!v+!R,0,0,0,1,0,0,0,0,0
0,327,172,None,0,0,0,0,0,0,0,0,0
0,327,172,v+R,0,0,0,1,0,0,0,0,1
0,327,172,v+R,0,0,0,1,0,0,0,0,1
0,327,172,!v+!R,0,0,0,1,0,0,0,0,0
0,327,172,None,0,0,0,0,0,0,0,0,0
0,329,172,<,1,0,0,0,0,0,0,0,0
0,329,172,!<,1,0,0,0,0,0,0,0,0
0,330,172,None,0,0,0,0,0,0,0,0,0
0,333,172,<,1,0,0,0,0,0,0,0,0
0,333,172,!<,1,0,0,0,0,0,0,0,0
0,334,172,None,0,0,0,0,0,0,0,0,0
0,336,172,<,1,0,0,0,0,0,0,0,0
0,336,172,!<,1,0,0,0,0,0,0,0,0
0,339,172,None,0,0,0,0,0,0,0,0,0
0,342,172,<,1,0,0,0,0,0,0,0,0
0,342,172,!<,1,0,0,0,0,0,0,0,0
0,342,172,None,0,0,0,0,0,0,0,0,0
0,346,172,v+R,0,0,0,1,0,0,0,0,1
0,346,172,v+R,0,0,0,1,0,0,0,0,1
0,347,172,!v+!R,0,0,0,1,0,0,0,0,0
0,347,172,None,0,0,0,0,0,0,0,0,0
0,350,172,v+R,0,0,0,1,0,0,0,0,1
0,350,172,v+R,0,0,0,1,0,0,0,0,1
0,352,172,!v+!R,0,0,0,1,0,0,0,0,0
0,352,172,None,0,0,0,0,0,0,0,0,0
0,353,172,v+R,0,0,0,1,0,0,0,0,1
0,353,172,v+R,0,0,0,1,0,0,0,0,1
0,356,172,!v+!R,0,0,0,1,0,0,0,0,0
0,356,172,None,0,0,0,0,0,0,0,0,0
0,359,172,<,1,0,0,0,0,0,0,0,0
0,359,172,!<,1,0,0,0,0,0,0,0,0
0,359,172,None,0,0,0,0,0,0,0,0,0
0,363,172,<,1,0,0,0,0,0,0,0,0
0,363,172,!<,1,0,0,0,0,0,0,0,0
0,365,172,None,0,0,0,0,0,0,0,0,0
0,368,172,v+R,0,0,0,1,0,0,0,0,1
0,368,172,v+R,0,0,0,1,0,0,0,0,1
0,369,172,!v+!R,0,0,0,1,0,0,0,0,0
0,369,172,None,0,0,0,0,0,0,0,0,0
0,372,172,v+R,0,0,0,1,0,0,0,0,1
0,372,172,v+R,0,0,0,1,0,0,0,0,1
0,374,172,!v+!R,0,0,0,1,0,0,0,0,0
0,374,172,None,0,0,0,0,0,0,0,0,0
0,376,172,v+R,0,0,0,1,0,0,0,0,1
0,376,172,v+R,0,0,0,1,0,0,0,0,1
0,376,172,!v+!R,0,0,0,1,0,0,0,0,0
0,376,172,None,0,0,0,0,0,0,0,0,0
0,381,172,v+R,0,0,0,1,0,0,0,0,1
0,381,172,v+R,0,0,0,1,0,0,0,0,1
0,381,173,!v+!R,0,0,0,1,0,0,0,0,0
0,381,173,None,0,0,0,0,0,0,0,0,0
0,385,176,<,1,0,0,0,0,0,0,0,0
0,385,176,!<,1,0,0,0,0,0,0,0,0
0,385,178,None,0,0,0,0,0,0,0,0,0
0,388,182,<,1,0,0,0,0,0,0,0,0
0,388,182,!<,1,0,0,0,0,0,0,0,0
0,390,185,None,0,0,0,0,0,0,0,0,0
0,394,192,v+R,0,0,0,1,0,0,0,0,1
0,394,192,v+R,0,0,0,1,0,0,0,0,1
0,394,192,!v+!R,0,0,0,1,0,0,0,0,0
0,394,192,None,0,0,0,0,0,0,0,0,0
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,!v+!R,0,0,0,1,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,<,1,0,0,0,0,0,0,0,0
0,395,192,!<,1,0,0,0,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,<,1,0,0,0,0,0,0,0,0
0,395,192,!<,1,0,0,0,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,<,1,0,0,0,0,0,0,0,0
0,395,192,!<,1,0,0,0,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,!v+!R,0,0,0,1,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,!v+!R,0,0,0,1,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,!v+!R,0,0,0,1,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,<,1,0,0,0,0,0,0,0,0
0,395,192,!<,1,0,0,0,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,!v+!R,0,0,0,1,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,!v+!R,0,0,0,1,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,<,1,0,0,0,0,0,0,0,0
0,395,192,!<,1,0,0,0,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,!v+!R,0,0,0,1,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,!v+!R,0,0,0,1,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,<,1,0,0,0,0,0,0,0,0
0,395,192,!<,1,0,0,0,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,<,1,0,0,0,0,0,0,0,0
0,395,192,!<,1,0,0,0,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,v+R,0,0,0,1,0,0,0,0,1
0,395,192,!v+!R,0,0,0,1,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,<,1,0,0,0,0,0,0,0,0
0,395,192,!<,1,0,0,0,0,0,0,0,0
0,395,192,None,0,0,0,0,0,0,0,0,0
0,395,192,<,1,0,0,0,0,0,0,0,0
0,395,192,!<,1,0,0,0,0,0,0,0,0
